# iSurf Session Log
# session: synth001
# date: 20260602_165920
# mode: Standard
# devMode: false
# sampleRate: 50 Hz
# --- 6 Parameters ---
# minSpeed(m/s): 4.17
# takeoffG(g): 1.50
# landingG(g): 2.00
# minAirtime(s): 0.50
# maxAirtime(s): 8.00
# cooldown(s): 1.50
# --- Columns ---
# ax/ay/az = userAcceleration (g, gravity removed)
# gx/gy/gz = gyroscope (rad/s)
# gvX/gvY/gvZ = gravity vector (g)
# baro = barometric pressure (hPa)
# baseBaro = rolling baseline pressure (hPa)
# spd = GPS speed (m/s)
# lowG = consecutive low-g sample count
# -----------------------
idx,t,ax,ay,az,aM,gx,gy,gz,gM,gvX,gvY,gvZ,baro,baseBaro,spd,lowG,state,evt
6474,129.460,0.019,0.028,0.203,0.206,-0.047,-0.016,-0.108,0.118,0.010,-0.010,-1.002,1013.29,1013.25,8.78,0,RIDING,
6475,129.480,-0.131,-0.090,0.080,0.178,0.006,-0.000,0.007,0.009,0.004,0.000,-1.002,1013.28,1013.25,8.65,0,RIDING,
6476,129.500,-0.094,-0.050,0.031,0.111,-0.020,-0.018,-0.086,0.090,0.006,0.022,-1.002,1013.28,1013.25,8.39,0,RIDING,
6477,129.520,-0.059,0.078,-0.005,0.098,0.056,0.047,-0.106,0.128,-0.019,0.006,-1.000,1013.19,1013.25,8.89,0,RIDING,
6478,129.540,0.017,-0.084,-0.060,0.105,0.044,0.020,0.001,0.049,-0.005,0.003,-1.000,1013.32,1013.25,8.46,0,RIDING,
6479,129.560,-0.106,-0.075,-0.028,0.133,0.047,0.008,0.019,0.052,0.006,-0.007,-0.992,1013.22,1013.25,8.48,0,RIDING,
6480,129.580,0.023,-0.128,-0.028,0.133,-0.029,0.035,0.003,0.045,0.015,0.008,-1.001,1013.23,1013.25,8.17,0,RIDING,
6481,129.600,-0.017,0.071,0.023,0.076,0.080,-0.088,0.055,0.131,-0.002,-0.008,-1.007,1013.11,1013.25,8.64,0,RIDING,
6482,129.620,0.026,-0.096,-0.035,0.106,0.056,-0.032,0.042,0.077,0.002,-0.003,-0.988,1013.33,1013.25,7.99,0,RIDING,
6483,129.640,-0.168,-0.001,-0.123,0.208,-0.032,0.104,0.001,0.109,-0.004,-0.001,-1.012,1013.21,1013.25,8.12,0,RIDING,
6484,129.660,-0.063,-0.057,0.000,0.085,-0.114,-0.104,0.025,0.156,-0.005,-0.008,-1.008,1013.21,1013.25,8.91,0,RIDING,
6485,129.680,-0.034,0.064,0.058,0.093,-0.008,0.044,-0.003,0.045,0.001,-0.006,-0.991,1013.29,1013.25,8.35,0,RIDING,
6486,129.700,0.077,-0.030,0.201,0.217,-0.071,-0.015,-0.028,0.077,0.009,-0.002,-0.998,1013.23,1013.25,8.80,0,RIDING,
6487,129.720,-0.009,0.052,-0.049,0.072,0.071,0.034,0.052,0.095,-0.003,-0.003,-1.004,1013.26,1013.25,8.64,0,RIDING,
6488,129.740,-0.002,0.035,0.021,0.041,0.025,-0.047,-0.119,0.130,-0.002,0.015,-1.005,1013.30,1013.25,8.68,0,RIDING,
6489,129.760,-0.080,-0.001,-0.032,0.086,0.022,-0.043,-0.014,0.051,0.008,-0.001,-1.015,1013.31,1013.25,8.33,0,RIDING,
6490,129.780,0.074,0.033,-0.032,0.087,0.012,0.042,0.003,0.044,0.002,0.021,-1.008,1013.25,1013.25,8.69,0,RIDING,
6491,129.800,0.033,-0.056,0.042,0.077,0.042,0.057,-0.055,0.090,0.025,0.002,-1.005,1013.23,1013.25,8.33,0,RIDING,
6492,129.820,0.030,-0.051,0.044,0.074,-0.034,0.048,-0.010,0.060,-0.016,0.000,-1.005,1013.24,1013.25,8.58,0,RIDING,
6493,129.840,-0.085,-0.011,-0.137,0.161,-0.027,-0.011,0.089,0.093,0.001,-0.009,-0.995,1013.36,1013.25,8.33,0,RIDING,
6494,129.860,-0.092,0.089,-0.013,0.129,0.011,-0.035,-0.005,0.037,0.002,0.018,-0.984,1013.23,1013.25,8.51,0,RIDING,
6495,129.880,0.037,-0.078,0.025,0.090,0.025,0.062,-0.001,0.067,-0.016,-0.015,-1.002,1013.14,1013.25,8.56,0,RIDING,
6496,129.900,0.120,0.055,0.010,0.132,0.078,0.054,0.022,0.098,-0.025,0.012,-0.995,1013.18,1013.25,8.93,0,RIDING,
6497,129.920,0.049,-0.108,-0.141,0.184,-0.027,-0.052,0.128,0.141,0.002,0.005,-0.983,1013.32,1013.25,8.44,0,RIDING,
6498,129.940,0.061,0.002,-0.079,0.099,0.012,-0.068,0.036,0.078,0.003,-0.014,-1.004,1013.27,1013.25,8.35,0,RIDING,
6499,129.960,0.027,0.033,-0.183,0.188,-0.039,-0.082,0.051,0.103,0.002,0.004,-0.999,1013.19,1013.25,8.96,0,RIDING,
6500,129.980,-0.127,-0.031,0.011,0.131,0.055,-0.013,0.038,0.068,-0.011,0.004,-0.995,1013.33,1013.25,8.45,0,RIDING,
6501,130.000,0.154,0.088,0.019,0.178,0.046,0.024,0.063,0.082,0.006,0.004,-1.000,1013.33,1013.25,8.52,0,RIDING,
6502,130.020,-0.118,-0.056,-0.044,0.138,0.010,0.022,-0.043,0.049,-0.010,-0.003,-1.007,1013.18,1013.25,8.65,0,RIDING,
6503,130.040,-0.190,-0.017,-0.120,0.225,-0.076,-0.093,-0.000,0.120,0.020,0.001,-1.023,1013.19,1013.25,8.25,0,RIDING,
6504,130.060,-0.068,-0.142,-0.040,0.162,0.034,-0.038,-0.073,0.089,-0.024,-0.012,-0.990,1013.32,1013.25,8.11,0,RIDING,
6505,130.080,0.132,0.049,-0.188,0.235,0.062,0.048,0.056,0.097,0.003,0.006,-1.004,1013.30,1013.25,8.87,0,RIDING,
6506,130.100,0.005,-0.039,-0.085,0.094,0.009,0.002,0.027,0.029,-0.016,-0.002,-0.995,1013.18,1013.25,8.06,0,RIDING,
6507,130.120,0.038,-0.016,-0.008,0.042,0.085,-0.002,0.040,0.094,0.005,-0.008,-1.000,1013.17,1013.25,8.32,0,RIDING,
6508,130.140,0.111,0.003,-0.036,0.117,-0.033,-0.016,-0.019,0.041,-0.002,-0.010,-0.996,1013.19,1013.25,8.56,0,RIDING,
6509,130.160,0.047,0.031,-0.211,0.218,-0.016,-0.026,0.022,0.038,-0.023,0.011,-1.019,1013.22,1013.25,7.63,0,RIDING,
6510,130.180,-0.031,-0.091,0.006,0.096,0.080,0.062,-0.057,0.116,0.009,0.012,-1.005,1013.26,1013.25,8.48,0,RIDING,
6511,130.200,-0.016,-0.055,0.021,0.061,0.100,-0.028,0.154,0.186,-0.011,-0.002,-0.997,1013.23,1013.25,8.41,0,RIDING,
6512,130.220,0.003,-0.030,-0.058,0.065,0.005,0.064,0.003,0.064,-0.002,-0.017,-1.005,1013.26,1013.25,8.72,0,RIDING,
6513,130.240,0.003,-0.099,-0.115,0.151,-0.046,0.017,-0.010,0.051,0.011,0.012,-0.995,1013.20,1013.25,8.55,0,RIDING,
6514,130.260,-0.100,0.105,0.002,0.145,0.078,-0.055,0.022,0.098,0.027,-0.011,-0.992,1013.30,1013.25,8.46,0,RIDING,
6515,130.280,0.019,-0.010,0.105,0.108,-0.031,-0.036,0.080,0.093,-0.004,0.001,-0.996,1013.26,1013.25,8.63,0,RIDING,
6516,130.300,-0.085,0.125,0.034,0.155,0.092,-0.004,-0.016,0.094,0.000,0.004,-0.987,1013.33,1013.25,8.06,0,RIDING,
6517,130.320,0.097,-0.070,0.003,0.120,-0.108,-0.038,0.017,0.115,0.004,0.004,-0.998,1013.24,1013.25,8.09,0,RIDING,
6518,130.340,-0.080,-0.166,0.053,0.192,-0.065,-0.086,0.025,0.111,0.011,-0.005,-1.000,1013.24,1013.25,8.37,0,RIDING,
6519,130.360,0.006,-0.146,0.112,0.184,0.084,-0.021,0.017,0.088,-0.010,-0.010,-1.003,1013.23,1013.25,7.91,0,RIDING,
6520,130.380,0.111,-0.182,0.014,0.214,0.029,0.012,-0.032,0.045,0.011,0.004,-1.002,1013.20,1013.25,8.35,0,RIDING,
6521,130.400,0.012,0.115,0.063,0.132,0.046,0.026,0.003,0.053,0.021,-0.015,-1.000,1013.25,1013.25,8.39,0,RIDING,
6522,130.420,0.089,-0.100,-0.055,0.144,0.010,0.159,-0.060,0.170,-0.002,-0.012,-0.999,1013.23,1013.25,8.16,0,RIDING,
6523,130.440,0.043,-0.053,-0.102,0.122,0.024,0.006,-0.030,0.039,-0.003,-0.004,-1.020,1013.32,1013.25,8.17,0,RIDING,
6524,130.460,-0.056,-0.004,0.038,0.068,0.003,0.035,0.087,0.094,-0.001,-0.009,-1.020,1013.32,1013.25,8.35,0,RIDING,
6525,130.480,-0.020,0.128,0.016,0.130,0.007,-0.009,-0.057,0.058,0.011,-0.009,-1.009,1013.20,1013.25,8.61,0,RIDING,
6526,130.500,-0.063,0.071,0.033,0.100,0.008,-0.002,0.039,0.040,-0.009,0.004,-1.002,1013.26,1013.25,8.99,0,RIDING,
6527,130.520,0.015,-0.088,0.169,0.191,0.086,-0.022,0.039,0.097,0.008,-0.020,-0.996,1013.26,1013.25,8.17,0,RIDING,
6528,130.540,0.142,-0.041,0.048,0.155,-0.088,-0.090,0.014,0.126,0.001,0.000,-1.015,1013.33,1013.25,8.65,0,RIDING,
6529,130.560,-0.017,0.011,0.058,0.061,0.023,-0.026,-0.030,0.046,-0.012,0.004,-0.992,1013.33,1013.25,8.24,0,RIDING,
6530,130.580,-0.042,-0.022,-0.212,0.217,0.045,-0.049,-0.001,0.067,0.002,0.003,-0.982,1013.18,1013.25,8.05,0,RIDING,
6531,130.600,-0.028,0.102,-0.005,0.106,-0.005,-0.058,0.008,0.058,-0.023,0.002,-1.007,1013.27,1013.25,8.23,0,RIDING,
6532,130.620,0.177,0.015,0.104,0.206,0.004,0.046,-0.033,0.057,0.003,-0.010,-1.013,1013.22,1013.25,7.80,0,RIDING,
6533,130.640,0.142,-0.011,0.020,0.143,-0.012,-0.023,-0.045,0.052,-0.023,-0.012,-0.999,1013.28,1013.25,8.94,0,RIDING,
6534,130.660,0.089,0.076,0.057,0.130,0.026,0.006,0.025,0.036,0.001,-0.003,-1.018,1013.27,1013.25,8.25,0,RIDING,
6535,130.680,0.002,0.048,0.204,0.209,-0.012,-0.003,0.026,0.029,0.000,0.004,-0.986,1013.23,1013.25,8.28,0,RIDING,
6536,130.700,0.016,0.085,-0.077,0.116,0.032,-0.030,-0.020,0.048,0.014,0.007,-0.996,1013.17,1013.25,8.26,0,RIDING,
6537,130.720,-0.007,-0.179,0.014,0.179,-0.013,0.023,0.046,0.053,0.018,-0.002,-0.995,1013.29,1013.25,8.54,0,RIDING,
6538,130.740,0.066,0.068,0.026,0.098,-0.084,-0.062,0.019,0.107,0.000,0.004,-1.018,1013.22,1013.25,8.60,0,RIDING,
6539,130.760,-0.084,-0.117,-0.004,0.144,-0.013,-0.038,0.021,0.045,0.010,-0.010,-0.988,1013.29,1013.25,8.34,0,RIDING,
6540,130.780,-0.051,-0.029,-0.101,0.117,-0.059,-0.042,0.010,0.073,-0.001,0.019,-1.008,1013.25,1013.25,8.98,0,RIDING,
6541,130.800,-0.004,-0.039,0.107,0.114,0.070,-0.008,0.009,0.071,-0.014,-0.019,-0.988,1013.27,1013.25,8.73,0,RIDING,
6542,130.820,0.008,-0.062,0.024,0.067,-0.056,-0.114,-0.014,0.128,-0.003,-0.000,-1.008,1013.25,1013.25,8.55,0,RIDING,
6543,130.840,-0.001,0.025,-0.101,0.104,0.014,0.017,-0.053,0.058,-0.004,0.015,-1.015,1013.32,1013.25,8.91,0,RIDING,
6544,130.860,-0.103,-0.048,0.061,0.129,-0.077,0.046,-0.012,0.091,-0.004,-0.013,-0.998,1013.21,1013.25,8.70,0,RIDING,
6545,130.880,0.083,-0.142,-0.171,0.238,-0.087,-0.011,0.010,0.088,0.019,-0.007,-0.988,1013.21,1013.25,8.57,0,RIDING,
6546,130.900,-0.075,0.014,0.174,0.190,0.042,0.037,-0.031,0.064,0.007,0.001,-0.997,1013.22,1013.25,8.66,0,RIDING,
6547,130.920,0.009,-0.000,0.070,0.070,-0.130,-0.041,0.035,0.140,0.003,0.003,-1.005,1013.26,1013.25,8.42,0,RIDING,
6548,130.940,-0.089,0.143,0.051,0.176,0.010,-0.050,0.025,0.057,0.001,0.013,-1.011,1013.26,1013.25,8.73,0,RIDING,
6549,130.960,-0.076,0.012,0.037,0.085,0.046,-0.088,0.013,0.100,0.016,-0.001,-0.996,1013.24,1013.25,8.31,0,RIDING,
6550,130.980,0.002,0.007,0.143,0.144,-0.067,0.007,0.012,0.069,0.008,-0.004,-0.998,1013.24,1013.25,8.34,0,RIDING,
6551,131.000,0.069,0.114,0.035,0.138,0.029,0.053,0.001,0.061,-0.023,0.007,-1.022,1013.26,1013.25,8.53,0,RIDING,
6552,131.020,-0.079,0.013,0.125,0.149,-0.004,-0.060,-0.002,0.060,-0.001,0.001,-0.994,1013.20,1013.25,8.10,0,RIDING,
6553,131.040,-0.060,0.040,-0.115,0.136,-0.059,-0.008,-0.036,0.070,0.003,-0.001,-0.987,1013.27,1013.25,8.30,0,RIDING,
6554,131.060,0.042,0.016,-0.090,0.101,0.024,-0.131,-0.119,0.179,0.010,0.003,-0.982,1013.21,1013.25,8.44,0,RIDING,
6555,131.080,-0.033,0.135,-0.126,0.187,-0.048,0.003,-0.033,0.058,-0.016,-0.003,-0.994,1013.15,1013.25,8.41,0,RIDING,
6556,131.100,0.009,-0.029,0.044,0.054,0.005,0.043,-0.013,0.045,0.016,0.014,-0.987,1013.27,1013.25,8.74,0,RIDING,
6557,131.120,-0.082,-0.009,0.006,0.083,0.040,0.006,0.010,0.041,-0.003,-0.003,-0.987,1013.30,1013.25,8.70,0,RIDING,
6558,131.140,-0.027,0.143,-0.109,0.182,-0.020,0.024,0.014,0.034,-0.012,-0.004,-0.993,1013.31,1013.25,8.31,0,RIDING,
6559,131.160,-0.174,0.097,0.037,0.202,-0.023,0.023,0.014,0.035,0.012,0.012,-0.996,1013.27,1013.25,8.19,0,RIDING,
6560,131.180,-0.043,-0.093,-0.067,0.122,0.029,-0.078,0.083,0.118,0.008,-0.009,-0.992,1013.28,1013.25,8.51,0,RIDING,
6561,131.200,-0.008,-0.138,0.046,0.146,0.010,0.010,-0.071,0.072,0.005,-0.007,-0.992,1013.22,1013.25,8.33,0,RIDING,
6562,131.220,-0.048,0.105,-0.031,0.120,-0.057,0.082,0.072,0.123,-0.009,-0.008,-0.997,1013.26,1013.25,8.51,0,RIDING,
6563,131.240,-0.060,0.006,0.137,0.150,-0.017,-0.028,0.046,0.057,0.009,0.001,-0.989,1013.21,1013.25,8.07,0,RIDING,
6564,131.260,0.062,-0.000,-0.005,0.063,0.089,0.071,0.040,0.120,0.020,0.003,-1.017,1013.30,1013.25,8.65,0,RIDING,
6565,131.280,0.069,-0.057,0.040,0.098,0.088,-0.032,-0.046,0.104,0.010,-0.006,-1.016,1013.29,1013.25,8.46,0,RIDING,
6566,131.300,0.005,0.082,0.032,0.088,0.064,-0.063,0.073,0.116,-0.009,-0.008,-1.010,1013.29,1013.25,8.38,0,RIDING,
6567,131.320,-0.117,-0.129,-0.008,0.174,0.023,0.052,0.027,0.063,-0.017,0.002,-1.005,1013.25,1013.25,8.26,0,RIDING,
6568,131.340,0.104,-0.071,0.070,0.144,0.007,0.031,-0.020,0.037,0.001,-0.016,-0.992,1013.22,1013.25,8.24,0,RIDING,
6569,131.360,-0.079,-0.157,-0.087,0.196,-0.009,0.120,0.088,0.149,0.014,0.007,-1.015,1013.28,1013.25,8.42,0,RIDING,
6570,131.380,0.042,0.023,-0.000,0.048,0.085,-0.027,-0.011,0.090,0.009,-0.001,-0.995,1013.32,1013.25,8.46,0,RIDING,
6571,131.400,0.171,0.091,-0.139,0.238,-0.068,-0.070,0.058,0.113,0.000,-0.005,-0.997,1013.18,1013.25,8.36,0,RIDING,
6572,131.420,0.127,0.107,0.069,0.180,0.039,-0.048,0.042,0.075,-0.015,-0.000,-0.998,1013.32,1013.25,8.33,0,RIDING,
6573,131.440,0.080,-0.019,0.029,0.087,0.051,0.031,0.041,0.072,0.008,0.011,-0.986,1013.27,1013.25,8.70,0,RIDING,
6574,131.460,-0.106,-0.028,0.084,0.138,-0.013,-0.050,0.036,0.063,-0.015,-0.004,-1.019,1013.16,1013.25,8.26,0,RIDING,
6575,131.480,-0.174,0.047,-0.134,0.225,0.066,-0.041,-0.042,0.088,0.000,-0.006,-1.003,1013.30,1013.25,8.35,0,RIDING,
6576,131.500,0.009,0.023,0.010,0.026,0.001,0.025,0.005,0.026,-0.009,0.025,-1.012,1013.26,1013.25,8.68,0,RIDING,
6577,131.520,-0.160,0.115,0.054,0.204,0.015,-0.017,-0.080,0.083,-0.009,-0.008,-1.010,1013.22,1013.25,8.82,0,RIDING,
6578,131.540,0.067,0.065,-0.095,0.133,-0.117,0.076,0.011,0.139,0.009,-0.005,-1.007,1013.29,1013.25,8.07,0,RIDING,
6579,131.560,-0.026,-0.176,-0.208,0.274,-0.036,-0.036,0.047,0.070,0.004,-0.001,-0.991,1013.28,1013.25,8.22,0,RIDING,
6580,131.580,0.027,-0.035,-0.049,0.067,-0.068,0.103,0.049,0.133,0.003,0.003,-1.005,1013.24,1013.25,8.52,0,RIDING,
6581,131.600,-0.028,0.018,-0.143,0.147,-0.011,0.085,-0.012,0.086,0.008,-0.003,-0.995,1013.31,1013.25,8.72,0,RIDING,
6582,131.620,0.039,-0.073,-0.029,0.088,0.003,-0.051,-0.054,0.075,0.002,-0.006,-1.009,1013.37,1013.25,8.69,0,RIDING,
6583,131.640,0.036,0.103,-0.007,0.109,-0.115,0.037,-0.128,0.176,-0.015,-0.004,-0.988,1013.18,1013.25,8.58,0,RIDING,
6584,131.660,0.180,0.016,0.144,0.231,0.093,-0.060,0.053,0.123,0.007,-0.018,-1.002,1013.28,1013.25,8.57,0,RIDING,
6585,131.680,0.068,-0.131,0.036,0.152,-0.006,-0.043,0.086,0.096,0.006,-0.010,-1.002,1013.20,1013.25,8.96,0,RIDING,
6586,131.700,0.019,-0.057,-0.073,0.094,0.072,0.011,-0.054,0.090,-0.010,0.008,-1.001,1013.26,1013.25,8.68,0,RIDING,
6587,131.720,-0.061,0.023,0.064,0.091,0.027,-0.026,-0.057,0.068,-0.006,0.005,-0.966,1013.24,1013.25,8.76,0,RIDING,
6588,131.740,0.072,0.070,0.096,0.139,0.012,-0.008,-0.107,0.108,0.003,0.006,-0.982,1013.24,1013.25,8.80,0,RIDING,
6589,131.760,0.066,-0.119,0.022,0.138,0.023,0.058,0.073,0.096,-0.003,-0.002,-1.023,1013.18,1013.25,8.73,0,RIDING,
6590,131.780,-0.029,0.016,-0.053,0.062,-0.002,-0.062,-0.041,0.074,0.007,-0.013,-1.019,1013.20,1013.25,8.28,0,RIDING,
6591,131.800,-0.078,-0.122,0.043,0.151,-0.021,0.069,-0.043,0.084,-0.003,-0.019,-1.007,1013.36,1013.25,8.40,0,RIDING,
6592,131.820,0.081,-0.094,0.055,0.136,-0.060,-0.044,-0.040,0.084,-0.002,0.007,-1.014,1013.23,1013.25,8.65,0,RIDING,
6593,131.840,0.039,0.077,0.094,0.128,0.013,-0.026,-0.084,0.089,0.003,0.003,-0.985,1013.24,1013.25,8.47,0,RIDING,
6594,131.860,0.077,-0.047,-0.023,0.093,0.014,0.039,-0.053,0.067,-0.015,-0.013,-1.003,1013.21,1013.25,8.46,0,RIDING,
6595,131.880,-0.057,0.052,-0.044,0.089,-0.034,0.003,-0.002,0.034,0.005,0.012,-1.002,1013.25,1013.25,8.29,0,RIDING,
6596,131.900,0.050,0.033,0.095,0.113,0.012,-0.089,0.109,0.141,-0.006,0.022,-0.980,1013.30,1013.25,8.76,0,RIDING,
6597,131.920,0.029,0.095,-0.008,0.099,0.090,-0.071,0.070,0.134,-0.011,0.001,-1.022,1013.17,1013.25,8.43,0,RIDING,
6598,131.940,0.092,0.037,-0.027,0.103,-0.017,-0.010,0.017,0.026,-0.005,-0.008,-0.998,1013.21,1013.25,8.43,0,RIDING,
6599,131.960,0.078,0.049,0.101,0.136,-0.087,0.083,-0.014,0.122,0.005,-0.003,-1.012,1013.27,1013.25,8.70,0,RIDING,
6600,131.980,0.043,-0.022,0.043,0.065,0.056,0.007,-0.008,0.057,0.007,-0.005,-1.002,1013.22,1013.25,8.53,0,RIDING,
6601,132.000,-0.064,0.007,0.135,0.150,0.000,0.082,0.036,0.090,-0.002,0.006,-1.004,1013.23,1013.25,8.28,0,RIDING,
6602,132.020,-0.003,0.003,-0.132,0.132,0.090,-0.036,0.006,0.097,-0.004,0.008,-0.984,1013.33,1013.25,8.84,0,RIDING,
6603,132.040,0.007,0.033,0.065,0.073,0.004,-0.053,0.023,0.058,-0.019,0.014,-1.016,1013.22,1013.25,8.69,0,RIDING,
6604,132.060,0.028,0.051,-0.263,0.269,0.012,-0.062,0.001,0.064,0.013,-0.000,-1.012,1013.29,1013.25,8.04,0,RIDING,
6605,132.080,0.175,0.133,-0.043,0.224,0.029,-0.049,0.014,0.059,0.012,0.002,-0.995,1013.28,1013.25,8.33,0,RIDING,
6606,132.100,0.039,-0.002,-0.090,0.098,0.000,0.002,0.068,0.068,-0.005,0.010,-1.015,1013.19,1013.25,8.80,0,RIDING,
6607,132.120,-0.100,0.057,-0.038,0.121,-0.008,0.008,0.025,0.027,0.005,0.007,-0.993,1013.28,1013.25,8.23,0,RIDING,
6608,132.140,0.019,-0.025,0.112,0.116,0.037,0.055,0.049,0.082,0.002,0.000,-1.004,1013.30,1013.25,9.05,0,RIDING,
6609,132.160,0.124,-0.030,0.141,0.190,0.070,0.047,0.045,0.095,0.005,-0.004,-1.011,1013.25,1013.25,8.38,0,RIDING,
6610,132.180,0.128,-0.018,0.074,0.148,0.030,0.087,-0.056,0.108,0.019,-0.015,-0.984,1013.16,1013.25,8.70,0,RIDING,
6611,132.200,0.083,-0.038,0.067,0.113,-0.024,0.026,0.090,0.096,-0.004,-0.008,-0.997,1013.41,1013.25,8.46,0,RIDING,
6612,132.220,0.002,-0.109,0.099,0.147,0.057,0.073,-0.011,0.094,0.012,0.009,-1.000,1013.19,1013.25,8.39,0,RIDING,
6613,132.240,0.071,-0.164,0.056,0.188,0.124,0.061,-0.028,0.141,-0.007,0.008,-0.981,1013.22,1013.25,7.94,0,RIDING,
6614,132.260,-0.036,0.066,-0.047,0.089,-0.010,-0.085,0.014,0.087,-0.004,-0.019,-1.019,1013.21,1013.25,8.66,0,RIDING,
6615,132.280,-0.137,-0.004,-0.012,0.138,0.012,0.022,-0.013,0.028,0.017,0.010,-1.002,1013.24,1013.25,8.18,0,RIDING,
6616,132.300,-0.023,-0.072,0.018,0.078,0.011,0.021,0.013,0.027,-0.002,-0.008,-1.004,1013.29,1013.25,8.85,0,RIDING,
6617,132.320,0.081,-0.026,0.083,0.119,0.030,0.018,-0.039,0.053,-0.003,0.006,-1.003,1013.23,1013.25,8.76,0,RIDING,
6618,132.340,0.049,-0.100,-0.029,0.115,-0.043,-0.020,0.005,0.047,-0.008,-0.012,-0.991,1013.29,1013.25,8.18,0,RIDING,
6619,132.360,-0.028,-0.059,-0.028,0.071,-0.055,0.007,-0.038,0.067,-0.014,0.002,-1.006,1013.29,1013.25,8.33,0,RIDING,
6620,132.380,-0.108,0.068,-0.003,0.128,0.033,-0.010,-0.056,0.066,0.008,0.006,-0.998,1013.23,1013.25,8.53,0,RIDING,
6621,132.400,0.031,0.035,0.043,0.064,-0.090,-0.014,0.043,0.100,0.005,-0.001,-0.992,1013.25,1013.25,8.34,0,RIDING,
6622,132.420,-0.083,-0.090,0.049,0.132,-0.058,-0.055,0.057,0.098,0.002,-0.021,-0.996,1013.19,1013.25,8.89,0,RIDING,
6623,132.440,-0.032,-0.125,0.166,0.210,0.079,0.036,-0.069,0.111,0.007,0.006,-0.991,1013.08,1013.25,8.40,0,RIDING,
6624,132.460,0.114,-0.010,0.020,0.116,0.026,-0.026,-0.001,0.037,-0.009,0.010,-0.993,1013.31,1013.25,8.25,0,RIDING,
6625,132.480,-0.063,0.106,0.129,0.179,-0.061,0.163,-0.100,0.201,-0.021,0.007,-1.000,1013.25,1013.25,8.37,0,RIDING,
6626,132.500,0.161,-0.042,0.030,0.169,0.037,-0.094,0.013,0.102,-0.018,-0.018,-0.989,1013.30,1013.25,7.90,0,RIDING,
6627,132.520,0.094,-0.085,0.034,0.131,0.071,0.121,-0.012,0.141,0.007,-0.002,-1.006,1013.23,1013.25,8.49,0,RIDING,
6628,132.540,0.087,-0.176,-0.063,0.206,0.050,0.042,0.027,0.070,0.004,-0.010,-0.993,1013.27,1013.25,8.72,0,RIDING,
6629,132.560,-0.007,-0.190,-0.051,0.197,0.083,-0.072,-0.039,0.116,-0.004,-0.001,-1.002,1013.25,1013.25,8.31,0,RIDING,
6630,132.580,-0.123,-0.002,0.007,0.123,0.085,-0.016,0.073,0.113,-0.019,-0.002,-0.996,1013.23,1013.25,9.32,0,RIDING,
6631,132.600,0.139,-0.201,-0.038,0.247,-0.013,0.025,0.010,0.030,0.022,-0.005,-0.994,1013.19,1013.25,8.61,0,RIDING,
6632,132.620,0.011,0.019,0.109,0.111,0.039,0.039,0.035,0.065,0.010,0.008,-1.010,1013.17,1013.25,8.59,0,RIDING,
6633,132.640,0.035,-0.122,0.035,0.131,-0.027,-0.031,0.042,0.058,0.010,0.005,-0.996,1013.24,1013.25,8.59,0,RIDING,
6634,132.660,-0.147,-0.020,-0.055,0.158,0.015,-0.013,0.001,0.020,-0.009,-0.006,-1.015,1013.18,1013.25,8.10,0,RIDING,
6635,132.680,0.075,-0.106,0.036,0.135,0.064,-0.027,0.078,0.104,-0.021,0.003,-1.001,1013.36,1013.25,8.50,0,RIDING,
6636,132.700,-0.002,-0.006,-0.105,0.105,0.031,0.108,-0.071,0.133,-0.009,-0.008,-1.021,1013.20,1013.25,8.48,0,RIDING,
6637,132.720,0.019,0.127,-0.018,0.130,0.028,0.076,-0.015,0.083,0.010,-0.014,-0.998,1013.28,1013.25,8.48,0,RIDING,
6638,132.740,-0.120,-0.075,0.072,0.158,0.012,-0.037,-0.058,0.069,-0.019,0.007,-1.010,1013.27,1013.25,9.00,0,RIDING,
6639,132.760,0.054,-0.063,-0.092,0.124,0.001,0.014,0.077,0.078,0.005,-0.006,-0.988,1013.33,1013.25,8.41,0,RIDING,
6640,132.780,-0.022,-0.003,-0.013,0.026,-0.085,-0.013,0.042,0.096,0.013,0.022,-0.986,1013.19,1013.25,8.62,0,RIDING,
6641,132.800,0.071,-0.027,-0.014,0.078,0.018,0.030,0.007,0.036,-0.021,-0.023,-1.003,1013.22,1013.25,8.03,0,RIDING,
6642,132.820,-0.059,-0.059,0.107,0.135,-0.111,-0.033,0.044,0.124,0.010,0.004,-0.987,1013.22,1013.25,8.82,0,RIDING,
6643,132.840,0.027,0.027,0.027,0.047,0.032,-0.006,-0.025,0.042,0.009,0.008,-1.002,1013.27,1013.25,8.58,0,RIDING,
6644,132.860,0.131,-0.223,0.073,0.269,0.043,0.029,-0.008,0.052,0.018,-0.002,-1.018,1013.32,1013.25,8.71,0,RIDING,
6645,132.880,-0.079,-0.094,0.088,0.152,-0.024,-0.001,-0.087,0.090,0.007,-0.006,-0.989,1013.30,1013.25,8.13,0,RIDING,
6646,132.900,-0.110,-0.031,-0.136,0.178,0.011,0.067,-0.070,0.097,-0.008,-0.011,-1.007,1013.34,1013.25,8.61,0,RIDING,
6647,132.920,-0.152,0.099,0.148,0.234,0.016,-0.041,-0.004,0.045,-0.001,-0.014,-1.002,1013.31,1013.25,8.56,0,RIDING,
6648,132.940,-0.035,0.075,-0.005,0.083,-0.002,0.007,-0.059,0.060,0.000,0.002,-1.003,1013.29,1013.25,8.30,0,RIDING,
